6.2354e-06,1.4135e-06,0.0011337,0.023338,0.059798,0.0031314,-0.0013766,-0.040861,-0.99703,0.0002638,0.010414,0.0018305,-0.0016586,5.9062e-05,-0.0012787,0.0023568,-0.0016323,-0.00080545,-0.00078507,0.0015325,0.00030941,-5.3762e-05
1.5266e-08,2.1921e-08,1.4202e-05,0.00013307,0.00029608,-0.00011456,0.00042422,0.00019564,-0.0002091,-1.9791e-05,-0.0030357,-0.0018873,-0.0066288,-0.012863,-0.01367,0.04314,-0.08435,-0.067278,0.28962,-0.33369,0.25967,0.54346
-2.5209e-07,-2.1486e-07,2.395e-05,-0.0024214,-0.0018291,0.00011456,0.0028053,-6.1619e-05,0.00095116,0.03803,-0.00067807,0.12138,0.016377,0.012673,0.0072001,-0.072266,0.034159,0.18628,-0.49236,0.57726,-0.29524,0.22621
-1.3495e-06,-1.1123e-06,0.00015732,-0.010444,-0.0094335,-0.0026555,0.013786,-0.00036864,-0.003227,0.9158,-0.29448,0.14468,-0.010627,0.0088011,0.0046394,0.027358,-0.051715,-0.01753,0.093753,0.0076707,0.016323,-0.14094
6.1372e-05,4.9802e-05,-0.010116,0.68997,-0.38386,0.28172,-0.54488,0.0050475,-0.0054467,0.011961,-0.00086294,0.0048884,-0.00054934,0.00055009,-2.7813e-05,0.00010439,-0.00026901,0.00041167,-0.0007023,0.00084875,-0.00014411,0.00062834
-2.0741e-08,1.7441e-08,3.7675e-05,0.00015555,0.00025555,8.4738e-05,0.00042,0.0004496,-0.00041717,0.0064318,-0.0026272,0.021805,-0.052202,0.018098,-0.017051,0.0010976,-0.057727,0.0019839,-0.057121,-0.19171,-0.26709,-0.0048202
1.8511e-08,-5.5699e-08,-3.8719e-05,-0.0024024,-0.0023313,-8.0895e-05,-0.00060308,-7.3799e-06,0.00068574,0.0050493,-0.0014341,0.029122,-0.0045099,0.0034596,0.022369,0.050449,-0.035227,0.063298,-0.37541,0.16325,0.86195,-0.095287
2.2502e-07,6.3073e-08,-3.2403e-05,0.0021138,0.0017013,-0.00017485,-0.0018933,-0.00024265,-0.0010449,0.020645,-0.029119,-0.4282,-0.0012519,-0.012366,0.0038793,-0.038066,0.049917,0.020458,-0.029945,-0.0040819,-0.050464,-0.16702
2.1975e-07,4.2728e-08,-3.0737e-05,0.0021256,0.001684,-0.00017772,-0.0020276,-0.00025745,-0.0010362,0.020079,-0.028213,-0.42827,0.0037924,0.00025662,-0.0020088,-0.02891,0.044899,0.0071909,-0.026959,-0.011611,0.015721,-0.16601
2.1278e-07,1.8773e-07,-3.831e-05,0.0020829,0.001682,-0.00011857,-0.0020552,-0.00018388,-0.00098908,0.016689,-0.026723,-0.43983,-0.0022158,0.00094114,-0.0034198,-0.036346,0.036135,0.0094301,-0.059213,-0.018384,0.010279,-0.10116
2.1371e-07,1.8337e-07,-3.8194e-05,0.0020852,0.0016869,-0.00011924,-0.0020512,-0.00018264,-0.0010412,0.017629,-0.027249,-0.43802,-0.0076114,0.0060474,0.0023024,-0.053145,0.040258,0.014786,-0.048825,-0.049463,0.0021437,-0.12009
2.3585e-05,-1.4413e-05,-0.010181,-0.56695,-0.658,-0.28543,-0.40139,0.0012047,-0.053098,-0.0062402,0.0048799,-0.0039276,-0.00088199,0.00046052,-0.00030571,-0.00078773,-0.0014133,-0.00020692,0.0017511,-0.00091761,-0.0023946,6.7598e-05
-2.3098e-07,-1.4408e-07,-5.3712e-06,-0.0025091,-0.00046703,-0.00015628,-0.0013469,-0.00069781,-0.0019027,0.073668,0.0048901,0.12193,0.35926,-0.25178,-0.0012826,-0.071889,0.67668,-0.098988,-0.37249,-0.41206,-0.026937,0.030367
4.5448e-05,1.6583e-05,-0.00059057,0.4215,-0.022692,-0.90271,0.082962,-0.0033576,0.0057016,0.00072402,0.00057703,0.0019643,0.00099626,-0.00074082,-3.2361e-05,-0.00011663,-0.0001597,0.000493,-0.0010561,0.00011359,0.00047961,-1.3726e-06
-3.3954e-09,-2.9555e-09,1.3251e-06,-9.4456e-05,2.91e-05,0.00020839,2.7026e-05,-0.0001356,0.00015634,-0.0030175,-4.0115e-05,0.0005957,0.0012533,-0.0020048,-0.0027868,-0.0057362,-0.016661,0.010854,-0.014444,0.031209,-0.0096814,-0.026456
-1.2161e-08,6.0949e-09,-6.4628e-06,-0.00043291,2.1542e-05,0.00016385,-1.0481e-05,-2.8682e-05,-0.0012107,0.0029159,-0.0035107,0.025234,0.012826,-0.011345,0.0018499,0.064201,0.14064,0.96298,0.16363,-0.13707,0.025797,-0.020063
1.6279e-05,1.2609e-05,-0.0029945,0.15538,-0.64445,0.15574,0.73127,-0.0054623,-0.035311,-0.013774,0.0025031,-0.005648,0.0008251,-0.00069739,2.7186e-05,0.00011,0.0026122,-0.00053078,0.00051635,-0.0015892,0.0001267,-0.00048157
-1.3036e-07,2.3218e-08,4.9688e-05,-0.00010353,-0.00050419,0.00084505,0.0015643,0.00073259,0.00047718,0.010706,-0.0098049,0.045581,-0.039064,-0.025332,-0.057997,-0.072215,-0.61028,0.11234,-0.53318,-0.50814,-0.10763,-0.043233
4.3623e-08,3.2142e-08,5.5637e-05,-0.00035293,-1.8669e-05,-0.0011026,0.00052564,0.00078456,0.0012732,0.0075758,-0.0090401,0.031475,-0.61644,0.53046,0.02611,0.38441,0.32326,-0.048094,-0.20314,-0.17574,-0.040921,0.010125
5.6684e-08,3.6716e-08,9.4518e-07,0.00027513,0.00034887,0.00039644,-0.00068995,0.00012125,0.0010308,-0.11422,0.047181,0.21452,0.0061084,-0.009041,0.010134,0.024025,0.005521,-0.040061,0.095512,-0.032733,0.034799,-0.43958
5.4804e-08,4.6219e-08,-7.7004e-06,0.0002785,0.00034477,0.0003931,-0.00054945,2.8336e-05,0.00072136,-0.11288,0.047108,0.22348,-0.012489,0.012822,0.00030548,-0.046601,-0.00027812,-0.023546,0.089877,-0.058325,-0.028033,-0.58049
5.651e-08,4.6702e-08,1.8835e-06,0.00027162,0.00034603,0.0003807,-0.00070516,0.00017232,0.00095242,-0.12225,0.050224,0.20937,0.0060731,-0.00278,0.0035404,0.016625,-0.0059186,-0.011858,0.034905,-0.0039849,0.0091764,-0.063579
5.4338e-08,4.6022e-08,4.0217e-06,0.00026992,0.0003458,0.00036941,-0.00070461,0.00020179,0.0010049,-0.12171,0.050283,0.21044,0.0078215,-0.00584,0.0058605,0.016795,0.0010934,-0.0046763,0.040857,-0.0083188,0.023318,-0.04971
4.8847e-05,-0.0010741,0.99987,0.0018995,-0.012583,-0.00014444,-0.0073178,0.0059231,0.00019422,-0.00012255,8.7391e-05,-9.7901e-05,-3.8722e-05,-0.00011132,-3.2166e-05,-4.3247e-05,3.772e-05,6.9038e-06,2.5627e-05,3.0798e-05,2.774e-05,-1.0553e-05
-1,-0.0028685,4.483e-05,5.1056e-05,-5.0839e-05,-2.7902e-05,-2.7629e-05,-4.8756e-08,-8.1036e-06,-8.9293e-07,5.5217e-07,-3.7412e-07,-1.0807e-07,6.9528e-08,-5.1244e-08,-3.0077e-08,1.518e-08,7.867e-09,7.5731e-08,-1.766e-09,5.7081e-08,-1.2758e-08
-3.1709e-08,-4.7552e-08,-6.0754e-06,-0.00042736,0.0012859,0.00090506,0.0038198,-2.0174e-05,0.01,0.31046,0.94795,-0.048738,-0.018408,0.0085326,-0.0078005,-0.0031075,-0.016361,0.0056349,0.0065883,-0.0013497,0.005294,-0.0031377
2.0647e-08,1.6982e-08,-3.323e-06,1.6963e-05,0.00013299,-0.00015938,0.0010623,-0.00011065,-0.0019877,0.015676,-0.010249,0.074931,-0.26443,0.27178,0.021473,-0.9036,0.1225,0.029308,0.039269,-0.059198,0.083267,0.042025
4.3335e-09,1.1254e-09,-4.8605e-07,-1.9417e-05,8.1885e-05,4.591e-05,0.00024871,6.2505e-06,0.0006451,0.014306,0.038849,0.0026837,0.0027469,-0.0047307,-0.0049033,0.0019863,0.017743,-0.010086,-0.0011584,0.0010102,-0.047881,0.030828
0.0028684,-1,-0.0010746,4.9347e-05,-4.3588e-06,5.3448e-06,-2.7488e-06,5.0656e-06,-1.9136e-06,-4.0126e-07,1.2625e-07,-3.2493e-09,-4.2758e-08,1.2429e-07,-9.322e-08,2.9461e-08,-1.7911e-08,1.3683e-08,-4.4552e-08,-1.1259e-07,1.3526e-08,4.7071e-08
1.748e-09,-3.3393e-08,2.1782e-05,-1.5674e-05,-2.9193e-06,-2.528e-06,-1.8824e-05,-0.0032804,5.3035e-05,0.00032112,-0.0003539,0.0012971,0.021073,0.019338,-0.037162,0.0014653,0.011677,0.012718,0.00061153,-0.0030991,0.024849,0.011627
6.2292e-10,-3.9539e-08,0.00010847,-1.2481e-05,1.3824e-06,4.8848e-05,-1.1698e-05,0.00074598,-0.00090347,-0.0015853,0.0046647,-0.01216,0.64401,0.76033,0.008764,0.032178,-0.064572,0.0037675,0.0035409,-0.023547,-0.0034616,-0.0035551
6.9237e-10,-9.33e-09,4.8567e-06,-5.62e-06,-4.1922e-07,6.2967e-06,-3.857e-06,-0.00088584,1.4908e-05,0.00014757,0.00017104,0.00042466,0.0048164,0.0048964,-0.0060379,0.00053684,0.00075175,-0.0028723,-0.0055377,0.0004802,0.0045818,0.0044513
1.0507e-07,-7.7356e-06,0.0039428,-0.00027182,-0.001132,0.0020927,-0.0051242,-0.67095,0.026547,0.00011883,0.0056102,-0.0039634,0.010141,-0.019579,0.73827,0.0034301,-0.035033,0.0019214,-0.010663,-0.029348,-0.018543,0.0079697
4.6681e-10,-2.5652e-08,1.2017e-05,-6.0157e-07,-2.8364e-06,5.1469e-06,-1.2934e-05,-0.0018261,5.8378e-05,3.7252e-05,2.802e-05,6.3978e-06,0.0039553,0.0038693,0.008017,0.00015534,-0.00041387,-0.00021911,2.284e-05,-0.00024247,-0.0018939,-0.0013312
1.6809e-07,-8.3545e-06,0.0043032,-0.00029778,-0.001202,0.0023324,-0.0054803,-0.74029,0.031089,-0.0005801,-0.0055077,0.0040708,-0.0095906,0.019155,-0.66894,-0.0026185,0.030699,-0.0016824,0.0094368,0.025981,0.016466,-0.007094
4.1775e-10,-1.3672e-09,1.9233e-06,-2.5029e-06,6.2402e-06,1.5701e-05,1.523e-05,-3.1719e-05,-1.1294e-05,-0.00028528,-1.2816e-05,0.0003301,-0.00017825,-0.00058626,0.0085254,0.0004984,-0.0010684,-0.0010207,0.0012935,0.01426,-0.0063862,0.026191
